İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202512-15396;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.12.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;0.0;10.6;0.589;0.0;0.0;0.195;77.4;HASAN AYDIN;OPR-2003;2025;12;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;10;905;22.62;0;95;2.38;1;1;1;1;10.6;0.6;90;10.47;88.23;86.89;8.03
WO-202512-15397;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.12.2025;SALI;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;3.9;42.9;0.666;0.0;0.0;0.833;91.4;MUSTAFA ŞAHİN;OPR-1003;2025;12;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;46;4569;91.38;4;431;8.62;1;1;1;1;42.9;0.7;110;19.06;81.59;93.63;14.56
WO-202512-15398;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;1.7;41.4;0.744;0.0;0.0;5.953;25.3;OSMAN YILDIZ;OPR-2002;2025;12;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;46;9025;135.38;2;575;8.62;1;1;1;1;41.4;0.7;40;89.35;62.15;96.94;53.83
WO-202512-15399;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;1.1;36.1;0.632;0.0;0.0;1.062;73.9;MEHMET DEMİR;OPR-1002;2025;12;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Elektrolitik Bakır;32;4708;117.7;1;242;6.05;1;1;1;1;36.1;0.6;80;21.77;84.34;97.0;17.81
WO-202512-15400;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.12.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;3.3;42.1;0.643;0.0;0.0;1.955;38.4;MEHMET DEMİR;OPR-1002;2025;12;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;45;4500;67.5;3;300;4.5;1;1;1;1;42.1;0.6;50;37.95;79.56;90.64;27.37
WO-202512-15401;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.12.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İZOLASYON EKSTRÜZYON;3.1;57.0;0.834;0.0;0.0;2.827;30.2;OSMAN YILDIZ;OPR-2002;2025;12;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;52;5120;76.8;3;380;5.7;1;1;1;1;57.0;0.8;45;48.59;59.98;88.31;25.74
WO-202512-15402;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;0.0;8.7;0.187;0.0;0.0;0.239;118.4;MEHMET DEMİR;OPR-1002;2025;12;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;9;1695;13.56;0;105;0.84;1;1;1;1;8.7;0.2;120;4.62;100.0;96.77;4.47
WO-202512-15403;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;2.9;55.0;0.297;0.0;0.0;2.177;129.5;AHMET YILMAZ;OPR-1001;2025;12;PE;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;Elektrolitik Bakır;56;16918;135.34;3;1077;8.62;1;1;1;1;55.0;0.3;120;36.06;100.0;90.67;32.69
WO-202512-15404;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;2.1;30.0;0.793;0.0;0.511;0.997;73.6;MEHMET DEMİR;OPR-1002;2025;12;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;30;4401;110.03;2;399;9.98;1;1;1;1;30.0;0.8;80;21.22;88.79;90.51;17.05
WO-202512-15405;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;2.1;57.8;0.547;0.0;0.0;0.632;142.6;İSMAİL ÖZDEMİR;OPR-2001;2025;12;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;55;5405;43.24;2;295;2.36;1;1;1;1;57.8;0.5;130;12.7;94.95;93.65;11.3
WO-202512-15406;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.12.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;0.9;26.6;0.822;0.851;0.0;1.005;38.3;SÜLEYMAN KOÇ;OPR-2005;2025;12;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;24;2307;34.6;1;193;2.9;1;1;1;1;26.6;0.8;50;20.85;77.12;90.43;14.54
WO-202512-15407;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;0.0;20.1;0.525;0.0;0.643;0.648;134.4;AHMET YILMAZ;OPR-1001;2025;12;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;Elektrolitik Bakır;18;5226;41.81;0;174;1.39;1;1;1;1;20.1;0.5;120;15.7;100.0;94.18;14.79
WO-202512-15408;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;0.9;46.5;0.25;0.0;0.0;1.448;95.5;MUSTAFA ŞAHİN;OPR-1003;2025;12;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Elektrolitik Bakır;42;8302;66.42;1;298;2.38;1;1;1;1;46.5;0.3;120;19.83;70.47;98.45;13.76
WO-202512-15409;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;1.0;24.7;0.19;0.0;0.0;0.976;129.9;MEHMET DEMİR;OPR-1002;2025;12;PE;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;Elektrolitik Bakır;25;7607;60.86;1;323;2.58;1;1;1;1;24.7;0.2;130;15.12;100.0;97.1;14.69
WO-202512-15410;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;1.1;18.0;0.371;0.0;0.0;0.183;140.1;İSMAİL ÖZDEMİR;OPR-2001;2025;12;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;16;1536;12.29;1;164;1.31;1;1;1;1;18.0;0.4;130;7.43;100.0;89.57;6.65
WO-202512-15411;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;1.1;10.8;0.754;0.0;0.0;0.273;70.1;MEHMET DEMİR;OPR-1002;2025;12;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;12;1149;28.73;1;151;3.78;1;1;1;1;10.8;0.8;80;12.74;94.69;84.67;10.22
WO-202512-15412;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.12.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;2.8;59.7;1.717;0.0;0.0;3.458;15.8;HÜSEYİN ÇELİK;OPR-1004;2025;12;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;55;3285;312.07;3;195;18.52;1;1;1;1;59.7;1.7;30;70.81;56.75;96.57;38.8
WO-202512-15413;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.12.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;0.9;10.5;0.672;0.0;0.0;0.281;70.7;SÜLEYMAN KOÇ;OPR-2005;2025;12;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Elektrolitik Bakır;12;1192;29.8;1;108;2.7;1;1;1;1;10.5;0.7;90;10.05;73.81;90.6;6.72
WO-202512-15414;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;2.3;21.2;0.8;0.0;0.0;1.219;27.2;HÜSEYİN ÇELİK;OPR-1004;2025;12;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;20;1991;29.86;2;209;3.13;1;1;1;1;21.2;0.8;40;26.74;65.1;88.35;15.38
WO-202512-15415;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;0.9;33.2;0.689;0.0;0.0;1.337;37.4;ALİ KAYA;OPR-1005;2025;12;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;31;3001;45.02;1;199;2.98;1;1;1;1;33.2;0.7;40;27.98;81.72;88.27;20.18
WO-202512-15416;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.12.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;3.4;38.1;0.622;0.0;0.0;1.204;37.8;HASAN AYDIN;OPR-2003;2025;12;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;Alüminyum Alaşım;35;2733;40.99;3;307;4.6;1;1;1;1;38.1;0.6;50;22.64;83.15;89.44;16.84
WO-202512-15417;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;2.0;41.9;0.363;0.0;0.0;1.465;138.8;İSMAİL ÖZDEMİR;OPR-2001;2025;12;PE;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;Elektrolitik Bakır;40;12193;97.54;2;617;4.94;1;1;1;1;41.9;0.4;130;21.18;90.94;93.45;18.0
WO-202512-15418;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.12.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;1.9;61.5;0.744;0.0;0.0;2.026;88.0;MEHMET DEMİR;OPR-1002;2025;12;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;54;10694;267.35;2;506;12.65;1;1;1;1;61.5;0.7;90;33.21;88.94;93.84;27.72
WO-202512-15419;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;23.12.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;1.1;51.4;0.491;0.0;0.0;31.998;26.6;İBRAHİM ÖZTÜRK;OPR-2004;2025;12;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;FO-SM-9;Fiber Optik Single Mode;52;51005;765.07;1;1995;29.92;1;1;1;1;51.4;0.5;45;100.0;65.83;92.33;60.78
WO-202512-15420;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;23.12.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;0.0;16.0;0.771;0.318;0.0;1.969;36.1;HASAN AYDIN;OPR-2003;2025;12;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;Elektrolitik Bakır;15;4268;64.02;0;232;3.48;1;1;1;1;16.0;0.8;40;35.83;97.75;98.56;34.52
WO-202512-15421;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;İZOLASYON EKSTRÜZYON;0.9;13.8;0.581;0.0;0.0;0.469;83.8;HASAN AYDIN;OPR-2003;2025;12;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;16;2357;58.93;1;193;4.83;1;1;1;1;13.8;0.6;90;13.42;100.0;93.86;12.59
WO-202512-15422;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;2.7;51.1;0.916;0.0;0.391;2.011;80.4;MUSTAFA ŞAHİN;OPR-1003;2025;12;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;49;9704;194.08;3;696;13.92;1;1;1;1;51.1;0.9;110;35.42;79.03;89.39;25.02
WO-202512-15423;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;1.1;23.4;0.486;0.0;0.0;0.736;30.3;HÜSEYİN ÇELİK;OPR-1004;2025;12;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;23;1338;20.07;1;102;1.53;1;1;1;1;23.4;0.5;45;14.43;58.19;93.12;7.82
WO-202512-15424;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;0.0;9.7;0.777;0.0;0.0;0.384;73.5;HASAN AYDIN;OPR-2003;2025;12;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;9;1693;42.33;0;107;2.68;1;1;1;1;9.7;0.8;80;15.05;91.65;92.46;12.75
WO-202512-15425;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;2.8;32.2;0.875;0.0;0.0;1.275;74.0;OSMAN YILDIZ;OPR-2002;2025;12;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;AL-1350;Alüminyum Alaşım;29;5660;113.2;3;740;14.8;1;1;1;1;32.2;0.9;110;24.19;64.84;89.8;14.08
WO-202512-15426;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;0.0;20.5;0.733;1.579;0.0;1.677;53.1;AHMET YILMAZ;OPR-1001;2025;12;PE;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;Elektrolitik Bakır;18;5345;80.17;0;145;2.17;1;1;1;1;20.5;0.7;50;34.03;94.75;100.0;32.24
WO-202512-15427;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;2.7;32.3;0.905;0.0;0.0;5.139;22.3;OSMAN YILDIZ;OPR-2002;2025;12;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;AL-1350;Alüminyum Alaşım;35;6883;103.24;3;717;10.75;1;1;1;1;32.3;0.9;40;85.95;58.09;86.5;43.18
WO-202512-15428;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;1.0;14.8;0.608;0.0;0.0;1.311;44.3;İBRAHİM ÖZTÜRK;OPR-2004;2025;12;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;Elektrolitik Bakır;14;3482;52.23;1;268;4.02;1;1;1;1;14.8;0.6;40;26.24;100.0;92.46;24.26
WO-202512-15429;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;2.7;49.5;0.801;1.173;0.0;2.203;75.4;OSMAN YILDIZ;OPR-2002;2025;12;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;AL-1350;Alüminyum Alaşım;50;9969;199.38;3;631;12.62;1;1;1;1;49.5;0.8;110;33.55;69.59;96.22;22.47
WO-202512-15430;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;3.4;41.7;0.522;0.0;0.0;1.654;83.4;HASAN AYDIN;OPR-2003;2025;12;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;42;8275;206.88;3;725;18.12;1;1;1;1;41.7;0.5;90;29.0;98.79;91.09;26.09
WO-202512-15431;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DIŞ KILIF SIVAMA;0.9;22.1;0.592;0.0;0.0;1.57;26.1;OSMAN YILDIZ;OPR-2002;2025;12;XLPE;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;Elektrolitik Bakır;25;2459;36.88;1;141;2.11;1;1;1;1;22.1;0.6;50;23.59;47.0;97.24;10.78
WO-202512-15432;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;1.0;16.4;1.708;0.0;0.0;1.429;12.5;İBRAHİM ÖZTÜRK;OPR-2004;2025;12;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;18;1072;101.84;1;68;6.46;1;1;1;1;16.4;1.7;30;33.06;39.43;97.57;12.72
WO-202512-15433;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;0.0;6.9;0.683;0.0;0.0;0.34;70.3;ALİ KAYA;OPR-1005;2025;12;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;8;1434;35.85;0;166;4.15;1;1;1;1;6.9;0.7;80;13.88;86.3;93.12;11.16
WO-202512-15434;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;0.0;6.9;0.547;0.0;0.0;0.474;26.7;OSMAN YILDIZ;OPR-2002;2025;12;XLPE;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;Elektrolitik Bakır;8;760;11.4;0;40;0.6;1;1;1;1;6.9;0.5;50;11.77;49.19;90.8;5.26
WO-202512-15435;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;1.1;17.1;0.651;0.0;0.0;0.44;81.3;HASAN AYDIN;OPR-2003;2025;12;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;AL-1350;Alüminyum Alaşım;15;2145;53.62;1;255;6.38;1;1;1;1;17.1;0.7;90;14.01;93.93;85.39;11.24
WO-202512-15436;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;5.6;40.3;0.677;0.0;0.0;1.56;42.3;MEHMET DEMİR;OPR-1002;2025;12;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;40;3960;59.4;5;540;8.1;1;1;1;1;40.3;0.7;40;32.0;100.0;87.21;27.91
WO-202512-15437;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;1.0;9.6;0.671;0.0;0.0;0.458;77.0;HASAN AYDIN;OPR-2003;2025;12;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;11;2118;52.95;1;282;7.05;1;1;1;1;9.6;0.7;80;15.99;96.15;86.71;13.33
WO-202512-15438;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.0;36.8;0.331;0.0;0.0;1.761;92.5;MUSTAFA ŞAHİN;OPR-1003;2025;12;PE;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;Elektrolitik Bakır;33;9777;78.22;1;593;4.74;1;1;1;1;36.8;0.3;120;28.94;78.95;89.43;20.43
WO-202512-15439;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;2.3;62.6;0.515;0.0;0.0;4.543;30.3;SÜLEYMAN KOÇ;OPR-2005;2025;12;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;56;8270;124.05;2;430;6.45;1;1;1;1;62.6;0.5;45;60.77;64.48;94.95;37.21
WO-202512-15440;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;1.1;20.6;0.612;0.0;0.0;0.932;38.7;ALİ KAYA;OPR-1005;2025;12;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;22;2166;32.49;1;134;2.01;1;1;1;1;20.6;0.6;45;22.63;88.94;97.64;19.65
WO-202512-15441;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;3.2;39.0;0.562;0.0;0.0;4.672;30.0;AHMET YILMAZ;OPR-1001;2025;12;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;42;8396;125.94;3;604;9.06;1;1;1;1;39.0;0.6;40;74.18;76.47;94.42;53.56
WO-202512-15442;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;1.7;45.5;0.34;1.464;0.0;1.364;125.0;İSMAİL ÖZDEMİR;OPR-2001;2025;12;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Elektrolitik Bakır;52;10229;81.83;2;571;4.57;1;1;1;1;45.5;0.3;120;21.41;100.0;96.08;20.57
WO-202512-15443;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;3.3;56.0;1.66;0.0;0.0;3.46;16.0;HÜSEYİN ÇELİK;OPR-1004;2025;12;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;56;3315;314.93;3;225;21.38;1;1;1;1;56.0;1.7;30;54.25;55.61;95.76;28.89
WO-202512-15444;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;3.7;53.0;0.732;0.0;0.0;1.086;82.8;MEHMET DEMİR;OPR-1002;2025;12;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Elektrolitik Bakır;54;5395;134.88;4;405;10.12;1;1;1;1;53.0;0.7;90;23.07;85.19;91.58;18.0
WO-202512-15445;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;0.9;19.6;1.339;1.663;0.0;1.399;13.2;İBRAHİM ÖZTÜRK;OPR-2004;2025;12;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;19;1107;105.17;1;93;8.84;1;1;1;1;19.6;1.3;30;31.95;39.34;88.14;11.08
WO-202512-15446;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;0.9;39.2;0.259;0.0;0.0;0.965;119.4;MEHMET DEMİR;OPR-1002;2025;12;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;35;6913;55.3;1;287;2.3;1;1;1;1;39.2;0.3;120;16.93;100.0;98.1;16.61
WO-202512-15447;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.12.2025;ÇARŞAMBA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;0.9;29.4;0.533;0.0;0.0;0.854;56.0;İBRAHİM ÖZTÜRK;OPR-2004;2025;12;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;29;2868;43.02;1;132;1.98;1;1;1;1;29.4;0.5;50;17.49;100.0;91.2;15.95
