İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Bakım Duruşu (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Üretim Zorluk Derecesi;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Bakım Açıklaması;Arıza Açıklaması;Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202511-14595;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;0.9;20.6;0.93;0.0;0.0;0.0;0.989;71.3;SÜLEYMAN KOÇ;OPR-2005;2025;11;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;22;4235;105.88;1;365;9.12;1;1;1;1;20.6;0.9;90;;;22.4;72.7;89.81;14.63
WO-202511-14596;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;1.0;12.4;0.776;0.0;2.984;0.0;0.362;73.0;HASAN AYDIN;OPR-2003;2025;11;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;11;1584;39.6;1;216;5.4;1;1;1;1;12.4;0.8;80;;Anlık Arıza (Standart Extruder Hattı Beta - Orta Risk);15.0;81.17;88.4;10.76
WO-202511-14597;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;2.9;46.5;2.043;0.0;0.0;0.0;2.433;16.6;HÜSEYİN ÇELİK;OPR-1004;2025;11;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;41;2418;229.71;3;222;21.09;1;1;1;1;46.5;2.0;30;;;49.3;53.94;90.76;24.13
WO-202511-14598;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;1.1;30.0;1.179;0.0;0.0;0.0;16.76;26.1;HASAN AYDIN;OPR-2003;2025;11;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;8;FO-SM-9;Fiber Optik Single Mode;27;26215;393.22;1;1785;26.77;1;1;1;1;30.0;1.2;45;;;100.0;52.0;87.48;45.49
WO-202511-14599;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;2.2;52.0;0.668;0.0;0.0;0.0;7.457;32.9;AHMET YILMAZ;OPR-1001;2025;11;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;49;14723;220.84;2;832;12.48;1;1;1;1;52.0;0.7;40;;;95.63;74.16;94.17;66.78
WO-202511-14600;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;1.0;26.2;0.472;3.218;0.0;0.0;0.285;142.8;İSMAİL ÖZDEMİR;OPR-2001;2025;11;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;25;2442;19.54;1;158;1.26;1;1;1;1;26.2;0.5;130;Planlı Bakım (Cumartesi Gece Periyodu);;13.69;100.0;89.9;12.31
WO-202511-14601;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;3.0;42.1;0.924;0.0;0.0;0.0;1.659;62.3;SÜLEYMAN KOÇ;OPR-2005;2025;11;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;42;6206;155.15;3;544;13.6;1;1;1;1;42.1;0.9;80;;;32.98;68.25;91.81;20.66
WO-202511-14602;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;2.7;30.5;0.776;3.566;0.0;0.0;2.495;22.2;SÜLEYMAN KOÇ;OPR-2005;2025;11;XLPE;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;5;AL-1350;Alüminyum Alaşım;34;3331;49.96;3;369;5.54;1;1;1;1;30.5;0.8;40;Planlı Bakım (Cumartesi Gece Periyodu);;77.72;54.08;87.97;36.97
WO-202511-14603;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DOLGU KAPLAMA;1.1;24.9;0.843;3.598;0.0;0.0;3.4;40.2;SÜLEYMAN KOÇ;OPR-2005;2025;11;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;27;8207;123.1;1;333;5.0;1;1;1;1;24.9;0.8;50;Planlı Bakım (Cumartesi Gece Periyodu);;84.48;70.69;96.25;57.48
WO-202511-14604;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;1.0;36.6;0.309;2.774;1.934;0.0;1.305;98.5;MUSTAFA ŞAHİN;OPR-1003;2025;11;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;39;7710;61.68;1;290;2.32;1;1;1;1;36.6;0.3;120;Planlı Bakım (Cumartesi Gece Periyodu);Anlık Arıza (Mikro Extruder Hattı Alfa - Düşük Risk);32.44;86.57;95.46;26.81
WO-202511-14605;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;1.1;15.8;0.771;0.0;0.0;0.0;0.545;42.1;İBRAHİM ÖZTÜRK;OPR-2004;2025;11;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;6;AL-1350;Alüminyum Alaşım;18;1377;20.65;1;143;2.15;1;1;1;1;15.8;0.8;50;;;16.56;73.55;89.39;10.89
WO-202511-14606;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;1.1;16.5;0.879;3.011;0.0;0.0;1.439;28.5;OSMAN YILDIZ;OPR-2002;2025;11;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;AL-1350;Alüminyum Alaşım;17;2459;36.88;1;241;3.61;1;1;1;1;16.5;0.9;45;Planlı Bakım (Cumartesi Gece Periyodu);;48.62;66.67;88.74;28.77
WO-202511-14607;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;1.9;23.8;0.853;0.0;0.0;0.0;3.448;30.0;ALİ KAYA;OPR-1005;2025;11;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;25;6208;93.12;2;542;8.13;1;1;1;1;23.8;0.9;40;;;51.96;66.88;91.15;31.67
WO-202511-14608;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;0.0;11.3;0.69;3.609;0.0;0.0;0.467;79.1;HASAN AYDIN;OPR-2003;2025;11;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;12;2218;55.45;0;182;4.55;1;1;1;1;11.3;0.7;80;Planlı Bakım (Cumartesi Gece Periyodu);;26.94;84.47;92.25;20.99
WO-202511-14609;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;1.0;25.2;0.707;0.0;0.0;0.0;0.528;106.0;MUSTAFA ŞAHİN;OPR-1003;2025;11;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;AL-1350;Alüminyum Alaşım;23;3356;26.85;1;244;1.95;1;1;1;1;25.2;0.7;130;;;13.66;84.25;92.26;10.62
WO-202511-14610;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;2.0;41.2;0.947;0.0;0.0;0.0;0.532;115.0;HASAN AYDIN;OPR-2003;2025;11;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;37;3671;73.42;2;229;4.58;1;1;1;1;41.2;0.9;110;;;19.24;91.47;95.61;16.82
WO-202511-14611;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;2.0;33.0;0.414;0.0;0.0;0.0;0.43;134.4;AHMET YILMAZ;OPR-1001;2025;11;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;35;3467;27.74;2;233;1.86;1;1;1;1;33.0;0.4;120;;;11.09;100.0;89.87;9.96
WO-202511-14612;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;1.1;30.0;1.221;0.0;0.0;0.0;24.636;20.4;MEHMET DEMİR;OPR-1002;2025;11;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;8;FO-SM-9;Fiber Optik Single Mode;31;30189;452.83;1;1811;27.16;1;1;1;1;30.0;1.2;40;;;100.0;46.79;93.31;43.66
WO-202511-14613;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;22.11.2025;CUMARTESİ;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;3.2;56.8;1.145;2.562;0.0;0.0;2.587;67.7;OSMAN YILDIZ;OPR-2002;2025;11;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;53;10505;210.1;3;695;13.9;1;1;1;1;56.8;1.1;110;Planlı Bakım (Cumartesi Gece Periyodu);;65.6;56.96;90.35;33.76
WO-202511-14614;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;0.9;27.7;0.907;0.0;0.0;0.0;1.081;97.2;ALİ KAYA;OPR-1005;2025;11;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;32;6304;126.08;1;296;5.92;1;1;1;1;27.7;0.9;110;;;25.86;82.61;94.37;20.16
WO-202511-14615;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;2.1;50.3;0.537;0.0;2.722;0.0;1.597;50.4;HÜSEYİN ÇELİK;OPR-1004;2025;11;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;49;4829;72.44;2;271;4.06;1;1;1;1;50.3;0.5;45;;Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);23.35;95.91;90.87;20.35
WO-202511-14616;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;1.8;25.7;0.519;0.0;2.281;0.0;0.28;134.4;AHMET YILMAZ;OPR-1001;2025;11;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;23;2257;18.06;2;243;1.94;1;1;1;1;25.7;0.5;120;;Anlık Arıza (Mikro Extruder Hattı Alfa - Düşük Risk);8.96;100.0;91.17;8.17
WO-202511-14617;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;1.1;15.8;1.816;0.0;1.992;0.0;0.8;20.5;İBRAHİM ÖZTÜRK;OPR-2004;2025;11;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;17;983;93.39;1;97;9.21;1;1;1;1;15.8;1.8;30;;Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);35.94;74.92;86.53;23.3
WO-202511-14618;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;0.9;13.5;2.006;0.0;0.0;0.0;1.196;12.0;HÜSEYİN ÇELİK;OPR-1004;2025;11;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;15;861;81.8;1;99;9.4;1;1;1;1;13.5;2.0;30;;;41.29;38.35;87.65;13.88
WO-202511-14619;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;0.0;9.7;0.694;0.0;0.0;0.0;0.826;53.9;HÜSEYİN ÇELİK;OPR-1004;2025;11;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;11;2672;40.08;0;78;1.17;1;1;1;1;9.7;0.7;50;;;20.53;100.0;97.32;19.98
WO-202511-14620;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;1.1;14.3;1.024;2.437;0.0;0.0;0.469;77.0;HASAN AYDIN;OPR-2003;2025;11;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;15;2169;54.23;1;231;5.78;1;1;1;1;14.3;1.0;80;Planlı Bakım (Pazartesi Sabah Periyodu);;29.21;96.8;90.71;25.65
WO-202511-14621;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;2.1;29.6;0.735;2.841;0.0;0.0;1.31;36.6;HASAN AYDIN;OPR-2003;2025;11;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;29;2881;43.21;2;219;3.28;1;1;1;1;29.6;0.7;40;Planlı Bakım (Pazartesi Sabah Periyodu);;37.52;83.89;93.89;29.55
WO-202511-14622;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;1.8;27.4;0.844;0.0;0.0;0.0;1.403;75.5;ALİ KAYA;OPR-1005;2025;11;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;32;6356;158.9;2;444;11.1;1;1;1;1;27.4;0.8;90;;;24.12;73.67;90.04;16.0
WO-202511-14623;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;1.0;39.2;0.614;0.0;2.162;0.0;0.969;129.5;İSMAİL ÖZDEMİR;OPR-2001;2025;11;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;38;7531;60.25;1;269;2.15;1;1;1;1;39.2;0.6;120;;Anlık Arıza (Mikro Extruder Hattı Alfa - Düşük Risk);19.45;99.29;93.92;18.14
WO-202511-14624;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;3.0;44.6;1.768;2.877;1.256;0.0;2.797;14.2;HÜSEYİN ÇELİK;OPR-1004;2025;11;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;40;2391;227.15;3;189;17.96;1;1;1;1;44.6;1.8;30;Planlı Bakım (Pazartesi Sabah Periyodu);Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);84.99;41.36;87.64;30.8
WO-202511-14625;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.1;46.5;0.641;2.623;0.0;0.0;1.1;123.3;MEHMET DEMİR;OPR-1002;2025;11;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;41;8138;65.1;1;262;2.1;1;1;1;1;46.5;0.6;120;Planlı Bakım (Pazartesi Sabah Periyodu);;32.95;88.5;93.58;27.29
WO-202511-14626;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;4.6;51.3;0.887;2.613;0.0;0.0;1.335;85.2;MUSTAFA ŞAHİN;OPR-1003;2025;11;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;46;6826;136.52;5;824;16.48;1;1;1;1;51.3;0.9;110;Planlı Bakım (Pazartesi Sabah Periyodu);;44.09;83.95;84.93;31.44
WO-202511-14627;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;1.8;26.9;0.791;0.0;0.0;0.0;1.034;79.6;ALİ KAYA;OPR-1005;2025;11;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;25;4941;123.53;2;459;11.48;1;1;1;1;26.9;0.8;90;;;25.05;87.05;92.35;20.14
WO-202511-14628;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;3.3;47.3;0.514;2.473;0.0;0.0;1.46;56.0;AHMET YILMAZ;OPR-1001;2025;11;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;50;4907;73.61;3;393;5.89;1;1;1;1;47.3;0.5;50;Planlı Bakım (Pazartesi Sabah Periyodu);;37.72;98.29;90.57;33.58
WO-202511-14629;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;3.3;45.4;1.089;2.559;2.867;0.0;35.233;19.2;SÜLEYMAN KOÇ;OPR-2005;2025;11;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;51;40536;608.04;3;2664;39.96;1;1;1;1;45.4;1.1;45;Planlı Bakım (Pazartesi Sabah Periyodu);Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);100.0;44.92;88.46;39.74
WO-202511-14630;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;1.1;21.0;1.012;2.813;0.0;0.0;0.688;69.4;SÜLEYMAN KOÇ;OPR-2005;2025;11;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;20;2866;71.65;1;284;7.1;1;1;1;1;21.0;1.0;90;Planlı Bakım (Pazartesi Sabah Periyodu);;33.14;73.63;87.72;21.41
WO-202511-14631;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;24.11.2025;PAZARTESİ;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;2.1;28.5;0.701;0.0;0.0;0.0;1.446;105.7;ALİ KAYA;OPR-1005;2025;11;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;AL-1350;Alüminyum Alaşım;31;9171;183.42;2;729;14.58;1;1;1;1;28.5;0.7;110;;;23.36;98.21;89.15;20.46
WO-202511-14632;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;25.11.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;3.3;41.8;1.798;0.0;0.0;0.0;2.532;14.9;İBRAHİM ÖZTÜRK;OPR-2004;2025;11;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;38;2271;215.75;3;189;17.96;1;1;1;1;41.8;1.8;30;;;57.12;47.27;90.25;24.37
WO-202511-14633;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;25.11.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;1.1;29.8;1.055;0.0;0.0;0.0;17.781;19.7;MEHMET DEMİR;OPR-1002;2025;11;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;27;21038;315.57;1;1362;20.43;1;1;1;1;29.8;1.1;40;;;100.0;54.03;89.94;48.59
WO-202511-14634;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;25.11.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;3.1;51.2;0.953;0.0;0.0;0.0;26.772;26.1;HASAN AYDIN;OPR-2003;2025;11;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;53;41928;628.92;3;2872;43.08;1;1;1;1;51.2;1.0;45;;;100.0;61.79;91.3;56.41
WO-202511-14635;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;25.11.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;1.9;44.4;1.159;0.0;0.0;0.0;0.803;83.6;MEHMET DEMİR;OPR-1002;2025;11;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;41;4027;100.68;2;273;6.83;1;1;1;1;44.4;1.2;90;;;20.96;92.5;88.91;17.24
WO-202511-14636;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;25.11.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.1;35.0;0.361;0.0;0.0;0.0;1.884;81.5;OSMAN YILDIZ;OPR-2002;2025;11;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;31;9218;73.74;1;542;4.34;1;1;1;1;35.0;0.4;120;;;26.19;64.39;91.45;15.42
WO-202511-14637;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;25.11.2025;SALI;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;2.3;28.1;0.965;0.0;0.0;0.0;1.133;80.5;MEHMET DEMİR;OPR-1002;2025;11;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;28;5471;136.78;2;529;13.23;1;1;1;1;28.1;1.0;80;;;26.77;90.28;90.17;21.79
WO-202511-14638;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;25.11.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;0.0;8.7;0.723;0.0;0.0;0.0;0.874;31.4;ALİ KAYA;OPR-1005;2025;11;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;9;1646;24.69;0;154;2.31;1;1;1;1;8.7;0.7;40;;;20.89;81.07;90.43;15.32
WO-202511-14639;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;25.11.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;1.0;18.2;2.058;0.0;0.0;0.0;0.974;16.9;İBRAHİM ÖZTÜRK;OPR-2004;2025;11;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;17;985;93.58;1;95;9.03;1;1;1;1;18.2;2.1;30;;;32.47;60.67;86.57;17.05
WO-202511-14640;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;25.11.2025;SALI;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;3.7;48.4;0.743;0.0;0.0;0.263;1.673;74.1;MEHMET DEMİR;OPR-1002;2025;11;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;50;7440;186.0;4;660;16.5;1;1;1;1;48.4;0.7;80;;;30.69;82.73;87.64;22.25
WO-202511-14641;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;25.11.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;0.9;27.3;0.794;0.0;0.0;0.0;0.803;124.9;İSMAİL ÖZDEMİR;OPR-2001;2025;11;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;31;6017;48.14;1;383;3.06;1;1;1;1;27.3;0.8;130;;;20.28;100.0;91.98;18.66
WO-202511-14642;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;25.11.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;1.1;29.3;0.611;0.0;0.0;0.0;0.851;126.7;İSMAİL ÖZDEMİR;OPR-2001;2025;11;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;33;6469;51.75;1;331;2.65;1;1;1;1;29.3;0.6;120;;;17.37;100.0;92.0;15.98
