İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Bakım Duruşu (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Üretim Zorluk Derecesi;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Bakım Açıklaması;Arıza Açıklaması;Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202601-15673;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DOLGU KAPLAMA;0.0;12.1;0.668;0.0;0.0;0.0;0.645;54.6;AHMET YILMAZ;OPR-1001;2026;1;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;11;2111;31.66;0;89;1.33;1;1;1;1;12.1;0.7;50;;;16.8;100.0;98.63;16.57
WO-202601-15674;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;1.1;22.1;0.754;0.0;0.0;0.0;2.016;50.4;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;25;6097;91.45;1;403;6.04;1;1;1;1;22.1;0.8;45;;;37.7;99.05;90.25;33.7
WO-202601-15675;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;1.9;20.8;0.76;0.0;0.0;0.0;1.123;27.4;OSMAN YILDIZ;OPR-2002;2026;1;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;19;1848;27.72;2;252;3.78;1;1;1;1;20.8;0.8;45;;;21.8;67.41;84.21;12.37
WO-202601-15676;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;1.1;23.7;0.679;0.0;0.0;0.0;0.428;97.0;SÜLEYMAN KOÇ;OPR-2005;2026;1;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;25;2492;49.84;1;108;2.16;1;1;1;1;23.7;0.7;110;;;13.23;79.18;93.3;9.77
WO-202601-15677;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;2.2;19.7;0.803;0.0;0.0;0.0;1.088;33.7;MEHMET DEMİR;OPR-1002;2026;1;XLPE;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;5;AL-1350;Alüminyum Alaşım;22;2199;32.98;2;201;3.01;1;1;1;1;19.7;0.8;40;;;23.67;83.84;86.28;17.12
WO-202601-15678;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;2.2;18.9;1.089;0.0;0.0;0.0;0.506;68.6;OSMAN YILDIZ;OPR-2002;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;21;2086;41.72;2;214;4.28;1;1;1;1;18.9;1.1;110;;;17.79;57.15;88.27;8.97
WO-202601-15679;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;0.9;32.7;0.727;0.0;0.0;0.0;1.515;39.3;MEHMET DEMİR;OPR-1002;2026;1;XLPE;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;5;CU-ETP;Elektrolitik Bakır;36;3570;53.55;1;130;1.95;1;1;1;1;32.7;0.7;50;;;24.99;68.17;92.09;15.69
WO-202601-15680;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;0.0;12.5;1.051;0.0;0.0;0.0;0.305;112.3;HASAN AYDIN;OPR-2003;2026;1;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;11;2058;41.16;0;142;2.84;1;1;1;1;12.5;1.1;110;;;15.45;91.97;94.01;13.36
WO-202601-15681;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;3.7;42.8;0.356;0.0;0.0;0.0;1.17;102.6;MUSTAFA ŞAHİN;OPR-1003;2026;1;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;48;7197;57.58;4;603;4.82;1;1;1;1;42.8;0.4;130;;;19.65;68.09;93.71;12.54
WO-202601-15682;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;0.9;31.7;0.533;0.0;0.0;0.0;0.739;133.3;AHMET YILMAZ;OPR-1001;2026;1;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;30;5910;47.28;1;290;2.32;1;1;1;1;31.7;0.5;120;;;15.57;96.49;90.05;13.53
WO-202601-15683;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DIŞ KILIF SIVAMA;1.1;24.3;1.015;0.0;0.0;0.0;2.088;28.9;MUSTAFA ŞAHİN;OPR-1003;2026;1;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;25;3618;54.27;1;282;4.23;1;1;1;1;24.3;1.0;40;;;32.36;69.73;93.38;21.07
WO-202601-15684;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;3.6;48.0;0.764;0.0;0.0;0.0;1.729;80.4;HASAN AYDIN;OPR-2003;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;56;8336;208.4;4;664;16.6;1;1;1;1;48.0;0.8;90;;;34.48;92.6;93.66;29.91
WO-202601-15685;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;2.0;54.1;0.786;0.0;0.0;0.0;1.732;90.6;MUSTAFA ŞAHİN;OPR-1003;2026;1;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;48;9418;188.36;2;582;11.64;1;1;1;1;54.1;0.8;110;;;36.36;75.7;95.88;26.39
WO-202601-15686;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;1.8;52.1;0.571;0.0;0.0;0.0;5.106;56.0;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;58;17157;257.36;2;843;12.64;1;1;1;1;52.1;0.6;50;;;61.49;100.0;93.97;57.78
WO-202601-15687;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;0.0;9.6;0.617;0.0;1.589;0.0;0.352;87.2;MEHMET DEMİR;OPR-1002;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;10;1844;46.1;0;156;3.9;1;1;1;1;9.6;0.6;90;;Anlık Arıza (Standart Extruder Hattı Zeta - Orta Risk);16.53;100.0;93.52;15.45
WO-202601-15688;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;3.7;34.6;0.951;0.0;0.0;0.0;1.225;75.6;HASAN AYDIN;OPR-2003;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;38;5555;138.88;4;745;18.62;1;1;1;1;34.6;1.0;80;;;27.66;97.6;85.51;23.08
WO-202601-15689;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;2.7;25.3;1.706;0.0;0.0;0.0;1.886;14.0;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;27;1589;150.96;3;211;20.05;1;1;1;1;25.3;1.7;30;;;51.53;43.7;85.08;19.16
WO-202601-15690;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;2.7;23.9;0.942;0.0;0.0;0.0;1.431;61.8;SÜLEYMAN KOÇ;OPR-2005;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;27;5309;132.72;3;691;17.28;1;1;1;1;23.9;0.9;80;;;29.56;80.11;88.36;20.92
WO-202601-15691;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;1.9;62.8;0.423;0.0;0.0;0.0;1.59;118.4;MEHMET DEMİR;OPR-1002;2026;1;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;57;11288;90.3;2;512;4.1;1;1;1;1;62.8;0.4;120;;;28.29;100.0;90.53;25.61
WO-202601-15692;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2004;Kombine Extruder Hattı Theta;ÇELİK ZIRH SARMAL;2.2;54.0;0.787;0.0;0.0;0.0;1.552;116.7;İSMAİL ÖZDEMİR;OPR-2001;2026;1;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;55;10867;217.34;2;533;10.66;1;1;1;1;54.0;0.8;110;;;25.99;100.0;91.66;23.82
WO-202601-15693;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;1.0;13.9;2.004;0.0;0.0;0.101;0.698;17.9;HÜSEYİN ÇELİK;OPR-1004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;13;749;71.16;1;91;8.64;1;1;1;1;13.9;2.0;30;;;40.08;54.9;82.82;18.23
WO-202601-15694;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;3.8;44.4;0.413;0.0;0.0;0.394;0.568;139.8;AHMET YILMAZ;OPR-1001;2026;1;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;48;4766;38.13;4;434;3.47;1;1;1;1;44.4;0.4;130;;;14.97;100.0;85.84;12.85
WO-202601-15695;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2004;Kombine Extruder Hattı Theta;DOLGU KAPLAMA;2.3;46.1;0.926;0.0;0.0;0.0;2.015;119.7;AHMET YILMAZ;OPR-1001;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;49;14470;289.4;2;830;16.6;1;1;1;1;46.1;0.9;110;;;38.34;94.77;88.86;32.29
WO-202601-15696;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;1.1;25.0;0.972;0.0;0.0;0.0;0.679;89.3;MUSTAFA ŞAHİN;OPR-1003;2026;1;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;AL-1350;Alüminyum Alaşım;25;3638;72.76;1;262;5.24;1;1;1;1;25.0;1.0;110;;;19.96;90.5;86.27;15.59
WO-202601-15697;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;3.1;28.6;0.739;0.0;0.0;0.0;0.865;81.4;HASAN AYDIN;OPR-2003;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;29;4224;105.6;3;576;14.4;1;1;1;1;28.6;0.7;90;;;23.5;78.61;81.55;15.07
WO-202601-15698;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;2.8;23.6;1.098;0.0;0.0;0.0;0.589;70.2;HASAN AYDIN;OPR-2003;2026;1;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;25;2480;62.0;3;320;8.0;1;1;1;1;23.6;1.1;80;;;17.49;96.15;85.17;14.32
WO-202601-15699;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İZOLASYON EKSTRÜZYON;1.1;30.0;0.828;0.0;0.0;0.0;1.169;30.1;ALİ KAYA;OPR-1005;2026;1;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;6;CU-ETP;Elektrolitik Bakır;27;2109;31.63;1;131;1.96;1;1;1;1;30.0;0.8;50;;;24.38;63.07;94.19;14.48
WO-202601-15700;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;2.7;60.4;0.626;0.0;0.0;0.242;1.494;119.5;AHMET YILMAZ;OPR-1001;2026;1;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;54;10715;85.72;3;685;5.48;1;1;1;1;60.4;0.6;120;;;25.98;100.0;92.76;24.1
WO-202601-15701;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;01.01.2026;PERŞEMBE;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;1.0;21.3;0.658;0.0;0.0;0.0;1.487;39.1;HÜSEYİN ÇELİK;OPR-1004;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;24;3490;52.35;1;260;3.9;1;1;1;1;21.3;0.7;40;;;25.12;90.72;92.61;21.1
WO-202601-15702;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;0.0;12.5;0.359;0.0;0.0;0.0;0.736;90.4;OSMAN YILDIZ;OPR-2002;2026;1;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;14;3992;31.94;0;208;1.66;1;1;1;1;12.5;0.4;130;;;12.22;75.51;96.26;8.89
WO-202601-15703;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;İZOLASYON EKSTRÜZYON;2.9;22.2;0.983;0.0;1.708;0.0;0.732;75.1;SÜLEYMAN KOÇ;OPR-2005;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;22;3300;82.5;3;450;11.25;1;1;1;1;22.2;1.0;90;;Anlık Arıza (Standart Extruder Hattı Zeta - Orta Risk);22.68;89.39;86.78;17.59
WO-202601-15704;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;İZOLASYON EKSTRÜZYON;0.0;9.2;0.944;0.0;0.0;0.0;0.288;73.4;MEHMET DEMİR;OPR-1002;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;9;1268;31.7;0;82;2.05;1;1;1;1;9.2;0.9;80;;;14.21;96.59;94.27;12.94
WO-202601-15705;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;0.0;9.6;0.851;0.0;0.0;0.0;0.737;37.6;İSMAİL ÖZDEMİR;OPR-2001;2026;1;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;9;1661;24.91;0;139;2.08;1;1;1;1;9.6;0.9;45;;;18.76;88.14;86.59;14.31
WO-202601-15706;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;0.0;13.5;0.932;0.0;1.498;0.0;1.27;29.5;OSMAN YILDIZ;OPR-2002;2026;1;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;12;2245;33.67;0;155;2.32;1;1;1;1;13.5;0.9;45;;Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);39.75;70.58;93.29;26.18
WO-202601-15707;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;3.0;56.6;0.523;0.0;0.0;0.0;0.565;144.6;AHMET YILMAZ;OPR-1001;2026;1;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;50;4901;39.21;3;399;3.19;1;1;1;1;56.6;0.5;130;;;15.98;100.0;87.94;14.05
WO-202601-15708;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;İZOLASYON EKSTRÜZYON;0.0;12.6;0.84;0.0;0.0;0.0;0.562;77.7;SÜLEYMAN KOÇ;OPR-2005;2026;1;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;14;2620;65.5;0;180;4.5;1;1;1;1;12.6;0.8;90;;;16.79;82.81;87.89;12.22
WO-202601-15709;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;2.2;42.3;0.41;0.0;0.0;0.0;2.166;83.1;OSMAN YILDIZ;OPR-2002;2026;1;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;44;10804;86.43;2;696;5.57;1;1;1;1;42.3;0.4;120;;;32.22;60.37;94.72;18.42
WO-202601-15710;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;0.9;16.7;0.73;0.0;0.0;0.0;0.586;64.9;SÜLEYMAN KOÇ;OPR-2005;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;16;2280;57.0;1;270;6.75;1;1;1;1;16.7;0.7;80;;;19.08;78.19;89.09;13.29
WO-202601-15711;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;1.8;29.4;0.96;0.0;0.0;0.0;1.435;49.4;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;29;4255;63.82;2;395;5.92;1;1;1;1;29.4;1.0;50;;;25.89;100.0;91.66;23.73
WO-202601-15712;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;3.7;42.6;0.829;0.0;2.929;0.0;4.961;22.7;MUSTAFA ŞAHİN;OPR-1003;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;45;6750;101.25;4;600;9.0;1;1;1;1;42.6;0.8;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);100.0;49.84;89.15;44.44
WO-202601-15713;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;1.1;34.3;0.586;0.0;0.0;0.0;2.01;94.0;MUSTAFA ŞAHİN;OPR-1003;2026;1;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;38;11328;90.62;1;567;4.54;1;1;1;1;34.3;0.6;120;;;34.0;68.76;94.04;21.98
WO-202601-15714;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;2.8;45.2;1.999;0.0;0.0;0.0;3.425;13.6;İBRAHİM ÖZTÜRK;OPR-2004;2026;1;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;47;2786;264.67;3;214;20.33;1;1;1;1;45.2;2.0;30;;;65.33;39.47;86.75;22.37
WO-202601-15715;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;DOLGU KAPLAMA;2.9;32.7;0.953;0.0;0.0;0.0;1.053;69.9;HASAN AYDIN;OPR-2003;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;30;4417;110.43;3;533;13.33;1;1;1;1;32.7;1.0;80;;;28.07;75.29;88.1;18.62
WO-202601-15716;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;İLETKEN TEL ÇEKİM;1.0;10.0;0.993;0.0;0.0;0.0;0.314;70.0;ALİ KAYA;OPR-1005;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;9;1320;33.0;1;180;4.5;1;1;1;1;10.0;1.0;80;;;15.79;86.78;87.25;11.96
WO-202601-15717;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;1.0;15.4;0.767;0.0;0.0;0.0;0.548;74.2;ALİ KAYA;OPR-1005;2026;1;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;17;2439;60.98;1;261;6.53;1;1;1;1;15.4;0.8;90;;;19.26;77.47;84.99;12.68
WO-202601-15718;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;1.9;27.6;0.7;0.0;0.0;0.0;6.284;22.5;OSMAN YILDIZ;OPR-2002;2026;1;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;28;8475;127.12;2;675;10.12;1;1;1;1;27.6;0.7;40;;;100.0;51.47;92.89;47.81
WO-202601-15719;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DOLGU KAPLAMA;1.1;11.4;0.9;0.0;0.0;0.0;0.576;28.6;MUSTAFA ŞAHİN;OPR-1003;2026;1;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;6;AL-1350;Alüminyum Alaşım;13;989;14.83;1;131;1.96;1;1;1;1;11.4;0.9;50;;;20.31;59.76;87.89;10.67
WO-202601-15720;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;0.0;10.5;0.981;0.0;0.0;0.0;0.378;62.3;SÜLEYMAN KOÇ;OPR-2005;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;10;1413;35.33;0;87;2.18;1;1;1;1;10.5;1.0;80;;;16.9;73.5;92.64;11.51
WO-202601-15721;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;2.2;24.9;0.794;0.0;0.0;0.0;1.01;61.6;SÜLEYMAN KOÇ;OPR-2005;2026;1;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;25;3736;93.4;2;314;7.85;1;1;1;1;24.9;0.8;80;;;21.5;71.76;86.89;13.4
WO-202601-15722;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;02.01.2026;CUMA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.0;7.2;0.579;0.0;0.0;0.0;0.185;134.9;İSMAİL ÖZDEMİR;OPR-2001;2026;1;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;8;1500;12.0;0;100;0.8;1;1;1;1;7.2;0.6;130;;;8.85;90.45;92.27;7.39
